DOI,title,year,journal,openalex_id,landing_url,oa_url,oa_status,fulltext_url,fulltext_found,candidate_score,status,LOI_numeric_evidence,TG_numeric_evidence,table_candidates,abstract_excerpt,supplementary_links,supplementary_content_found,harvest_cycle,harvest_run
10.3390/molecules27248737,The Effect of Combined Atmospheric Plasma/UV Treatments on Improving the Durability of Flame Retardants Applied to Cotton,2022,Molecules,https://openalex.org/W4311980209,https://doi.org/10.3390/molecules27248737,https://doi.org/10.3390/molecules27248737,gold,https://europepmc.org/articles/PMC9783300,True,16,ready_for_review,"["">27.0 vol%) before soaking, reduced significantly to 19.5–20.0 vol% after water-soaking against a control value of 18.5 vol%. The slight increases in LOI values of 1–1.5 vol%, while not being large, reflects the respective FR retention percentages in Table 5 and the increased TGA chars and DTG2 temperatures ( Table 8 and F"", ""). The effect of post-plasma treatments have appeared to generate the highest LOI values with the Cot/DBAP_PL(N 2 /CO 2 ) sample achieving a value of LOI = 20.0 vol% with FR retentions of 10–13% with no evident effect of the absence or presence of UV laser in terms of LOI and DTG2 values. 2.6. Analyses of Chars fr""]","[""307 °C, suggesting slight sensitisation to thermal oxidative pyrolysis. However, plasma exposure appears to have little effect on the subsequent DTG peak temperatures, although the amount of char at 400 °C and above has slightly increased. 2.4.2. Fabrics Impregnated with FRs Comprising Combinations of DAP, Urea, TEOS, GM, APTS and DBAP TGA/DTG curves in"", ""n for pre-exposed fabric containing DBAP (11.0%, Table 5 ) after water-soaking is the Cot_PL(Ar/CO 2 )_DBAP-(ws) sample and this has an only slightly T10% = 300 °C relative to pure cotton (300 °C), perhaps reflecting the absence of significant nitrogen-phosphorus synergy within this sample [ 44 ]. Char levels at""]",[],"Application of a combined atmospheric plasma/UV laser to cotton fabrics impregnated with selected non-durable flame retardants (FRs) has shown evidence of covalent grafting of the latter species on to cotton fibre surfaces. As a result, an increase in their durability to water-soaking for 30 min at 40 °C has been recorded. Based on previous research plasma gases comprising Ar80%/CO220% or N280%/O220% were used to pre-expose cotton fabric prior to or after FR impregnation to promote the formation of radical species and increased −COOH groups on surface cellulosic chains, which would encourage formation of FR-cellulose bonds. Analysis by scanning electron microscopy (SEM/EDX), X-ray photoelectron spectroscopy (XPS) and thermal analysis (TGA) suggested that organophosphorus- and nitrogen- con",,,,
10.1021/acsomega.5c04482,A Carbon Layer Modulation Mechanism of 4‑Formylphenylboronic Acid Reactive Flame-Retardant PA66,2025,ACS Omega,https://openalex.org/W4412047649,https://doi.org/10.1021/acsomega.5c04482,https://doi.org/10.1021/acsomega.5c04482,gold,https://europepmc.org/articles/PMC12268427,True,16,ready_for_review,"[""cid (FBA) through simple melt blending with PA66. It is revealed that incorporating 4 wt % FBA effectively enhanced the flame retardancy, achieving a limiting oxygen index (LOI) of 28%. Notably, this formulation demonstrated a 49.9% reduction in peak heat release rate (pHRR) and an 8.3% decrease in total heat release (THR) compared"", ""for PA66. − However, PA66, as a thermoplastic aliphatic polyamide, has inherent flammability that will bring greater safety hazards during use. − The limiting oxygen index (LOI) of PA66 is only 25%. At the same time, the heat generated during combustion and the droplets with fire easily ignite the surrounding combustibles, thus causing fire. The"", ""aluated using the LOI and UL-94 vertical burning tests, with results presented in Figure a–c and Table . While FBA incorporation moderately increased LOI values from 25% (neat PA66) to 26%, 28%, and 27% for PA66-3%B, PA66-4%B, and PA66-5%B, respectively, the most significant improvement occurred at 4 wt % loading, ach"", ""le reducing elongation at break. The dual-phase enhancement establishes FBA as a multifunctional modifier, simultaneously improving flame retardancy (LOI: 28% vs 25%) and mechanical performance through tailored interfacial architecture. 8 Mechanical Properties of PA66 and PA66/B Samples Tensile strength/MPa"", ""charcoal residue was increased significantly, which had a potential base of flame retardancy in the cohesive phase. Compared with PA66, the PA66-4%B LOI value increased from 25% to 28%, and pHRR decreased by 49.9%. The pSPR decreased by 46.5%, but the UL-94 grade remained V-2; PA66-4%B FIGRA decreased from 2.78 to 1.43, and F""]","[""able . PA66-4%B exhibited a 45.76% enhancement in E barrier , primarily attributed to FBA-induced formation of a thermally insulating char layer (TGA residue = 7.9%). This char architecture impeded thermal feedback to the pyrolysis zone, confirming that flame retardancy predominantly operates through a condensed-""]",[],"Polyhexamethylene adipamide (PA66), a prominent engineering thermoplastic and chemical fiber material, plays a crucial role in industrial applications and daily life. However, its inherent flammability accompanied by substantial heat release during combustion presents significant fire safety hazards. To address this limitation, we developed a reactive flame-retardant modification strategy using 4-formylbenzeneboronic acid (FBA) through simple melt blending with PA66. It is revealed that incorporating 4 wt % FBA effectively enhanced the flame retardancy, achieving a limiting oxygen index (LOI) of 28%. Notably, this formulation demonstrated a 49.9% reduction in peak heat release rate (pHRR) and an 8.3% decrease in total heat release (THR) compared with pristine PA66. Mechanistic investigatio",[],False,1,4
10.3390/polym17091249,Advances in the Study of Flame-Retardant Cellulose and Its Application in Polymers: A Review,2025,Polymers,https://openalex.org/W4410068722,https://doi.org/10.3390/polym17091249,https://doi.org/10.3390/polym17091249,gold,https://europepmc.org/articles/PMC12073191,True,16,ready_for_review,"[""dant (rGBAP) using glycosyl-cross-linked boronic and phytanic acid (PA) and ammonium salts by a one-pot method, and the modified cellulose yielded an LOI value of 37.4%. Wicklein [ 13 ] investigated the effect of BA and borate on the flame-retardant properties of carboxylated cellulose. The results showed that BA or"", ""both N and B elements of flame-retardant cellulose. The flame retardancy was significantly improved by the boric acidification modification, and the LOI was up to 50.9% at a boron mass fraction of only 2.06%. Cheng [ 15 ] used zinc borate (ZB)-modified cellulose to prepare aerogels. During the combustion process, the"", ""shout) and did not propose a design solution for a low-mobility borate ester. Most of the experiments only tested the initial flame retardancy (e.g., LOI elevated to 50.9%) but did not simulate the effect of the actual use environment (e.g., high humidity, temperature cycling) on the stability of boron–cellulose bonding"", ""rmaldehyde (MF) resin. The analysis showed that the introduction of MF promoted the formation of polymer protofibres in the connecting layer, and the limiting oxygen index value could reach 85%. Additionally, the UL-94 test was improved from flammable to V-0. Castellano [ 20 ] co-hydrolysed and co-condensed N-(phosphonomethyl)iminodiacetic a"", ""eh also investigated the flame retardancy of cellulose co-modified by citric acid with G2-PAMAM. The results showed that the treated cellulose had an LOI of about 23% and a residual char of about 25.1% compared to the control (18% and 1.2%). Vertical combustion tests showed that the control burned completely, where""]","[""nificantly improved, the LOI increased from 18.4% to 41.5%, the residual carbon rate increased from about 10% to about 45% at 600 °C and the residual residue rate measured by CCT increased from 1.3% to 38.9%. Feng [ 43 ] prepared ammonium phytate (APA) by mixing phytic acid (PA) with urea. In cellulose fabrics mixed with APA, it was observed that""]",[],"Cellulose, as a green and renewable polymer material, has attracted the attention of a wide range of scholars for its excellent mechanical strength, easy chemical modification and degradability. However, its flammability limits its application in automotive, aerospace, construction, textile and electronic fields. This review recapitulates the modification methods of flame-retardant cellulose and their applications in polymers in recent years. This paper discusses the fabrication of flame-retardant cellulose from various aspects such as boron, nitrogen, phosphorus, sulphur, inorganic and heterogeneous synergistic modification, respectively, and evaluates the flame retardancy of flame-retardant cellulose by means of thermogravimetry, cone calorimetry, limiting oxygen index, the vertical comb",[],False,1,5
10.3390/polym17202744,Advanced Post-Processing Techniques for Hydrophobic and Flame-Retardant Textiles,2025,Polymers,https://openalex.org/W4415145747,https://doi.org/10.3390/polym17202744,https://doi.org/10.3390/polym17202744,gold,https://europepmc.org/articles/PMC12567407,True,14,fulltext_found_partial,"[""act angle of approximately 150°. We present approaches, including environmentally friendly ones, that enable the creation of cotton materials with an LOI greater than 35%. Keywords: hydrophobicity, fire retardant, flame-retardant textiles, fibres, fabric surface modifications, functional textiles status released displa"", "". The incorporation of antimony oxides into the material has been shown to enhance its flame-retardant properties, with a significant increase in the LOI (limiting oxygen index) from 26% to 31.2%. Furthermore, the use of boron compounds as flame retardants for textile materials has gained significant traction. It is hypothesised that"", ""f the treated formulations. The surface modification demonstrated durability, withstanding 50 wash cycles and maintaining its resistance to fire. The limiting oxygen index (LOI) was determined to be between 44 and 49% in the modified but not washed fabric and between 27 and 37% in the modified and washed materials. These figures exceed the critical value of 26%, th"", ""terial exhibits no reduction in fire resistance; however, subsequent to the second wash cycle, the material is extensively charred. Concurrently, the LOI for processed materials ranged from 29 to 30%, thereby substantiating the elevated fire resistance properties of textile materials. Furthermore, the processing of the material has been shown to r"", ""urning rate of the treated fabric decreased from 150 mm/min to 31 mm/min, demonstrating the material’s exceptional fire-resistant properties, and its LOI reached 22.8%, meaning that it can be classified as fire-resistant [ 122 ]. Qingqing Zhou et al. presented a modification of cotton fabric involving holding it in""]",[],[],"Textiles are items of everyday use, and their production occurs in huge quantities worldwide. Providing textile materials with additional protective functions can enhance safety and serve as a foundation for developing personal protective equipment. This review summarises strategies for post-production modification of textile fabrics aimed at obtaining hydrophobic and flame-resistant products. Reported methods for hydrophobization are outlined, including approaches based on surface morphology control and chemical treatment, which have been applied to create moisture-proof textiles. In addition, developments in strategies for producing flame-resistant materials are discussed, with potential applications ranging from specialised protective clothing to the enhancement of everyday garments. In",,,,
10.3390/polym12071482,Bio-Based Polyamide 1010 with a Halogen-Free Flame Retardant Based on Melamine–Gallic Acid Complex,2020,Polymers,https://openalex.org/W3040598520,https://doi.org/10.3390/polym12071482,https://doi.org/10.3390/polym12071482,gold,https://europepmc.org/articles/PMC7407098,True,14,fulltext_found_partial,"[""mo-oxidative stability, LOI results, and vertical burning behavior results. PA1010 containing a higher amount of GA in the complex (MA12) displayed a limiting oxygen index (LOI) value of 33.6%, much higher when compared to neat PA1010 (25.8%). Vertical burning tests showed that all the composites can achieve the V-0 rating in contrast with"", ""PA66 [ 20 ]. Lu et al. reported that PA6 composites loaded with melamine cyanurate (MC) passed the UL-94 (vertical burning test) V-0 rating, and the limiting oxygen index (LOI) value reached up to 33% when 10 wt % MC was added [ 21 ]. As for PA6, the sample containing 7 wt % MC displayed a LOI value of 31% and the UL-94 V-0 rating, compared to 23%"", ""and the limiting oxygen index (LOI) value reached up to 33% when 10 wt % MC was added [ 21 ]. As for PA6, the sample containing 7 wt % MC displayed a LOI value of 31% and the UL-94 V-0 rating, compared to 23% and V2, respectively, in the case of neat PA6 [ 22 ]. In addition, melamine seems to be effective in long-c"", ""1. Jin et al. introduced Me in PA11/expandable graphite (EG) composites and demonstrated the synergistic effect between the two fillers in terms of a LOI value of 32.3% when 15 wt % EG and 5 wt % Me were loaded [ 23 ]. Furthermore, Me provides the formation of hydrogen bonds with PA11, thus leading to an early decomp"", ""A1010 composites has been investigated with both LOI tests and vertical burning measurements (the data are summarized in Figure 10 and Table 7 ). The LOI value of neat PA1010 was found to be 25.8%. The addition of Me into the polymer matrix increased this value to 30.0 %. As already reported in the literature, Me leads to decreased dripping of""]",[],[],"This work aims at developing polyamide 1010 (PA1010) composites with improved fire behavior using a halogen-free flame-retardant system based on melamine (Me) and gallic acid (GA) complexes (MA). The MA complexes were formed by hydrogen bonding, starting from 1:2, 1:1, 2:1 Me:GA molar ratios. PA1010 composites were obtained by melt mixing, followed by compression molding. MA provided a plasticizing effect on the PA1010 matrix by decreasing the glass transition temperature. The influence of MA on PA1010 chain packaging was highlighted in the X-ray diffraction patterns, mainly in the amorphous phase, but affected also the α and γ planes. This was reflected in the dynamic mechanical properties by the reduction of the storage modulus. H-bonds occurrence in MA complexes, improved the efficiency",,,,
10.1080/15685551.2024.2301804,Preparation and performance study of waterproof and breathable layer of alginate/aramid-based fabrics and flame-retardant multilayer combination,2024,Designed Monomers & Polymers,https://openalex.org/W4391933092,https://doi.org/10.1080/15685551.2024.2301804,https://doi.org/10.1080/15685551.2024.2301804,gold,https://europepmc.org/articles/PMC10878337,True,14,fulltext_found_partial,"[""ave excellent flame-retardant properties and can meet the demand for flame-retardant materials in a variety of fields [ 1–3 ]. Calcium alginate has a limiting oxygen index (LOI) value of 48% [ 4 ] and is incombustible in the natural environment. The thermal decomposition process of alginate fibers is extremely slow, with no molten droplet"", ""aramid, the dry heat stability of the composite fabrics was greatly improved as the proportion of aramid increased. 3.1.4. Limiting oxygen index The oxygen index of flammable fabrics was greater than 22%, the oxygen index of combustible fabrics ranged from 22% to 27%, while the oxygen index of flame-retardant fabrics was greater than 27% [ 26 ]. The l"", ""greatly improved as the proportion of aramid increased. 3.1.4. Limiting oxygen index The oxygen index of flammable fabrics was greater than 22%, the oxygen index of combustible fabrics ranged from 22% to 27%, while the oxygen index of flame-retardant fabrics was greater than 27% [ 26 ]. The limiting oxygen indices of alginate, aramid, and alginate/"", ""ng oxygen index The oxygen index of flammable fabrics was greater than 22%, the oxygen index of combustible fabrics ranged from 22% to 27%, while the oxygen index of flame-retardant fabrics was greater than 27% [ 26 ]. The limiting oxygen indices of alginate, aramid, and alginate/aramid hybrid-based waterproof and breathable layers are shown in Table 7 . It""]",[],[],"Alginate fibers have excellent flame-retardant properties and make up for other material defects by blending. To investigate the influence of the blending ratio of alginate fibers on the flame-retardant properties of waterproof and breathable layers for firefighting suits, this paper utilizes the needle-punching and hot-pressing nonwoven reinforcement processes to prepare waterproof and breathable layers based on alginate/aramid base cloths and conducts a series of performance tests on them. The results show that the char residue content of alginate blended base cloth is significantly improved relative to pure aramid, and the addition of alginate fibers to the base cloth of the waterproof and breathable layer improves its flame retardancy and thermal stability. The overall performance of t",,,,
10.3390/polym17111497,Cashmere Blended with Calcium Alginate Fibers: Eco-Friendly Improvement of Flame Retardancy and Maintenance of Hygroscopicity,2025,Polymers,https://openalex.org/W4410828116,https://doi.org/10.3390/polym17111497,https://doi.org/10.3390/polym17111497,gold,https://europepmc.org/articles/PMC12157917,True,14,fulltext_found_partial,"[""high-end clothing and household products, known as Fiber Gem and Fiber Queen [ 2 , 3 ]. However, cashmere has poor flame-retardant properties, with a limiting oxygen index (LOI) of about 25.0%. With the improvement of human living standards, cashmere products frequently appear in public places, such as hotels, conference rooms, and waiting"", ""th a low heat release rate (HRR) and high thermal stability; Lv et al. [ 16 ] blended wool with polyimide (PI) fibers to obtain blended fibers with a limiting oxygen index (LOI) of 31.0%. Although blending has the characteristics of a simple process and no pollution, the extremely low hygroscopicity (moisture regain: ArF = 0.1%, PI ="", ""the blended fibers increased slightly, but the moisture regain decreased significantly, greatly affecting the comfort. On the contrary, even with an LOI of about 40%, C 50 A 50 still showed a moisture regain of 16.26%, which provided both safety and a better body feeling. In addition, the degree of softness signif""]",[],[],"As a natural fiber, cashmere is favored for its softness, finesse, and warmth. However, its poor flame-retardant properties seriously affect the safety of cashmere. Current flame-retardant treatments for cashmere tend to lead to heavy metal pollution and significantly reduce wearer comfort. In this work, natural and environmentally friendly calcium alginate fibers were blended with cashmere to obtain blended fibers. The blended fibers exhibited good hygroscopicity and softness. The incorporation of calcium alginate fibers enhanced the flame retardancy of the blends, and the LOI of the blended fibers reached 40.2 without smoldering. It was due to a stable CaO protective layer formed by Ca2+ during combustion and the dense carbon layer with the decomposition intermediates of cashmere, which ",,,,
10.3390/polym17030381,The Effect of Phosphoric Acid on the Flame Retardancy and Interfacial Adhesion of Carbon Fiber with Thermoplastic Resin PA6,2025,Polymers,https://openalex.org/W4406968748,https://doi.org/10.3390/polym17030381,https://doi.org/10.3390/polym17030381,gold,https://europepmc.org/articles/PMC11820676,True,14,fulltext_found_partial,"[""PA6, and the chemical reaction mechanisms on the carbon fiber surface. Phosphoric acid treatment resulted in a flame-retardant effect, with a limited oxygen index of over 52.8%, and V0 level flame retardancy characteristics in the UL-94 test when the concentration exceeded 0.5 vol.%. When the treatment time was fixed at 30 m"", ""rong and dense char layer. A flame-retardant composite containing approximately 3 wt.% PU-treated zirconium phosphate exhibited a 10% increase in the LOI and a 65% reduction in the peak heat release rate compared to the untreated composite, as reported by Ran et al. [ 31 ]. However, flame retardants in the powde"", ""ns ranging from 0.5 to 5 vol.% (within the scope of this study) reached values above the measurable maximum of 52%. Woo et al. reported that when the LOI values of composite materials treated with 5 vol.%, ATH increased by approximately 6.7% compared to the untreated composites. They explained that when heat is applied to materials containing ATH, a co"", ""L-94 test [ 27 ]. Nannan et al. evaluated the flame retardancy of laminated fibers treated with an amino silane coupling agent and 13.8 wt.% APP. The LOI value increased to 38.9%, reaching a V0 rating in the UL-94 test. This enhancement was attributed to APP acting as an acid source during combustion, generating phosphoric aci"", ""esistance to combustion [ 28 ]. In this study, when the carbon fibers were treated with phosphoric acid at concentrations above 0.5 wt.%, the limited oxygen index (LOI) value exceeded 52%, which, according to previous reports, suggests flame retardancy above the V0 level in the UL-94 test. Figure 2 Result of the LOI test of the nonwove""]",[],[],"This study investigated the effect of phosphoric acid treatment on carbon fibers to enhance their flame retardancy, the impact of carbon fiber surface treatment conditions on the interfacial adhesion between carbon fibers and PA6, and the chemical reaction mechanisms on the carbon fiber surface. Phosphoric acid treatment resulted in a flame-retardant effect, with a limited oxygen index of over 52.8%, and V0 level flame retardancy characteristics in the UL-94 test when the concentration exceeded 0.5 vol.%. When the treatment time was fixed at 30 min, the tensile strength increased by approximately 2%, and the interfacial shear strength (IFSS) increased by approximately 11% at 0.5 vol.% phosphoric acid, accompanied by an increase in hydroxyl (C-O), carbonyl (C=O), phosphate (P-O), and phosph",[],False,1,3
10.3390/ma16124386,Quality of Fine Yarns from Modacrylic/Polyacrylate/Lyocell Blends Intended for Affordable Flame-Resistant Underwear,2023,Materials,https://openalex.org/W4380680607,https://doi.org/10.3390/ma16124386,https://doi.org/10.3390/ma16124386,gold,https://europepmc.org/articles/PMC10303398,True,14,fulltext_found_partial,"[""r different target groups. Inherently flame-resistant fibres used for flame-resistant underwear (see Table 2 ) are self-extinguishing, with a minimum LOI (limiting oxygen index) of 26%. They are thermostable and can last up to 190 °C for a long period without deterioration in mechanical properties. Some of them are even stable up to"", ""bre blend of a cheap modacrylic fibre, a lyocell fibre that is much more sustainable than cotton [ 19 ], and a new polyacrylate fibre with an extreme LOI value of 40% and excellent water absorption. The blends were studied with respect to (1) the different linear density of the modacrylic fibres, (2) the structure"", ""rile and vinyl chloride that does not melt when heated but carbonizes and forms a char barrier. On the market, there are the fibre Kanekaron, with an LOI of 26–32%, and a special modacrylic fibre, Protex, with an LOI of 33%, developed for personal protective clothing [ 37 ]. Knitted fabrics made of modacrylic fi"", ""onizes and forms a char barrier. On the market, there are the fibre Kanekaron, with an LOI of 26–32%, and a special modacrylic fibre, Protex, with an LOI of 33%, developed for personal protective clothing [ 37 ]. Knitted fabrics made of modacrylic fibres are flame-resistant and highly abrasion-resistant but p"", ""hree new polyacrylate fibres have been introduced to the market, PyroTex [ 33 ], Didon [ 43 , 44 ], and Metis [ 45 ]. PAC fibres today can achieve an LOI of 40–43% [ 46 ] and high moisture and water absorption [ 47 ]. A generic name for a polyacrylate fibre is currently being approved by BISFA and FTC. In 2017,""]",[],[],"Flammability testing of undergarments is a topic that is often overlooked and rarely on the list of textiles to be tested for fire safety. However, it is particularly important for professionals exposed to fire risk to investigate the flammability of underwear as its direct contact with the skin can be critical to the extent and degree of skin burns. This research focuses on the suitability of affordable blends of 55 wt.% modacrylic, 15 wt.% polyacrylate, and 30 wt.% lyocell fibres that have the potential to be used for flame-resistant underwear. The influence of modacrylic fibre linear density (standard and microfibres), ring spinning processes (conventional, Sirospun, and compact), and knitted structure (plain, 2:1 rib, 2:1 tuck rib, single pique, and triple tuck) on their properties req",,,,
10.3390/polym14224994,Fabrication of an Eco-Friendly Clay-Based Coating for Enhancing Flame Retardant and Mechanical Properties of Cotton Fabrics via LbL Assembly,2022,Polymers,https://openalex.org/W4309462261,https://doi.org/10.3390/polym14224994,https://doi.org/10.3390/polym14224994,gold,https://europepmc.org/articles/PMC9695412,True,14,fulltext_found_partial,"[""ytic acid (PA). The fabricated flame-retardant (FR) cotton fabrics demonstrated improved thermal stability. Compared to untreated cotton fabrics, the limiting oxygen index of Cotton-8TL was improved to 27.0%. The peak heat release rates of the prepared FR cotton fabrics were lower than that of the pristine cotton fabrics, showing a maximum reduction of 41"", ""specific surface area, and excellent hydrophilicity. Bao et al. grafted ATP on the surface of cotton fabrics through a thiol-ene click reaction. The limiting oxygen index (LOI) value of the treated cotton fabrics was 25.6%. In addition, the presence of ATP improved tensile strength at the break by 10.59% [ 47 ]. Gao et al. synthesized the poly(acrylic acid)/attapulgite"", ""t the break by 10.59% [ 47 ]. Gao et al. synthesized the poly(acrylic acid)/attapulgite (PAA/ATP) nanocomposites to treat cotton fabrics in which the LOI value increased to 22.7%. Compared with the FR cotton fabrics treated only with PAA, the breaking strength after the surface treatment with PAA/ATP nanocomposites was improve"", ""ed. The effect of coating layer number on the LOI values was studied. As exhibited in Table 2 , the control cotton fabrics were so flammable that the LOI value was only 17.2%. After the LbL assembly treatment, the LOI values of the FR cotton fabrics were improved effectively. The LOI values of FR cotton fabrics increased a"", ""FR cotton fabrics were improved effectively. The LOI values of FR cotton fabrics increased as the number of coating layers increased. Among them, the LOI value of the Cotton-8TL increased by 57% compared with that of the control cotton fabrics. Therefore, this implies that the increase of the coating layers can improve the LOI value of the co""]",[],[],"An eco-friendly clay-based synergistic flame-retardant coating was established on cotton fabrics via facile layer-by-layer assembly derived from polyethyleneimine (PEI), attapulgite clay (ATP), and phytic acid (PA). The fabricated flame-retardant (FR) cotton fabrics demonstrated improved thermal stability. Compared to untreated cotton fabrics, the limiting oxygen index of Cotton-8TL was improved to 27.0%. The peak heat release rates of the prepared FR cotton fabrics were lower than that of the pristine cotton fabrics, showing a maximum reduction of 41%. The deposition coating system improved the amount of char residue effectively. The intumescent flame-retardant mechanism was proposed through the analysis of char residue and the suppression properties of volatile gases. Furthermore, compar",,,,
10.3390/polym11040699,"Thermal Stability, Fire Performance, and Mechanical Properties of Natural Fibre Fabric-Reinforced Polymer Composites with Different Fire Retardants",2019,Polymers,https://openalex.org/W2938477660,https://doi.org/10.3390/polym11040699,https://doi.org/10.3390/polym11040699,gold,https://europepmc.org/articles/PMC6523417,True,14,fulltext_found_partial,"[""The different number of layers of the flax fabrics only slightly affected the LOI value. Among the tested specimens without flame retardant, a higher LOI value of 23.3% (±7.3%) was achieved for the composite with four layers of flax fabric, while an LOI value of 21.3% (±2.7%) was obtained from the one with two layers"", ""ested specimens without flame retardant, a higher LOI value of 23.3% (±7.3%) was achieved for the composite with four layers of flax fabric, while an LOI value of 21.3% (±2.7%) was obtained from the one with two layers of fabric. The results also showed that the addition of APP and ALH fire retardants to the composit"", ""erall fire performances. High LOI values with significant differences to the untreated specimens were obtained from the composite with APP treatment. LOI values of 30.3% (±6.9%) and 25.5% (±12.1%) were achieved by the composite containing 30% and 20% APP, respectively. For comparison, the LOI values of 22%, 21%, and 2"", ""reatment. LOI values of 30.3% (±6.9%) and 25.5% (±12.1%) were achieved by the composite containing 30% and 20% APP, respectively. For comparison, the LOI values of 22%, 21%, and 25% were observed for the untreated hemp, glass, and carbon fabric epoxy composites, respectively, by Marosi et al. [ 48 ] and Mizumachi et"", ""hand, a similar fire resistance performance could not be achieved by the composite with the ALH treatment. The composite with 40% ALH only reached an LOI value of 24.5% (±2.9%). Although the value was significantly different from the value of 21.3% (±2.7%) achieved by the untreated specimens, the improvement was stil""]",[],[],"In this study, ammonium polyphosphate (APP) and aluminum hydroxide (ALH) with different mass contents were used as fire retardants (FRs) on plant-based natural flax fabric-reinforced polymer (FFRP) composites. Thermogravimetric analysis (TGA), limited oxygen index (LOI), and the Underwriters Laboratories (UL)-94 horizontal and vertical tests were carried out for evaluating the effectiveness of these FR treatments. Flat-coupon tensile test was performed to evaluate the effects of FR treatment on the mechanical properties of the FFRP composites. For both fire retardants, the results showed that the temperature of the thermal decomposition and the LOI values of the composites increased as the FR content increases. Under the UL-94 vertical test, the FFRP composites with 20% and 30% APP (i.e., ",,,,
10.3390/polym15132877,The Relationships between the Structure and Properties of PA56 and PA66 and Their Fibers,2023,Polymers,https://openalex.org/W4382813693,https://doi.org/10.3390/polym15132877,https://doi.org/10.3390/polym15132877,gold,https://europepmc.org/articles/PMC10347031,True,14,fulltext_found_partial,"[""antly, the limited oxygen index and vertical combustion measurement results indicated that the flame retardancy of PA56 was better than PA66, and the LOI values and the UL94 result of PA56 were 27.6% ± 0.9% and V-2. It is worth noting that the PA56 fiber had superior biodegradability compared to the PA66 fiber. PA56 showed significant biodegradati"", ""ruded composites provides a research direction for our future work. 3.5. Flame Retardancy The results of combustion performance demonstrated that the LOI values of PA56 and PA66 are 27.6% ± 0.9% and 22.9% ± 0.5%, respectively, and the UL94 results of both polymers are V-2. It is clear that the LOI of PA56 was much higher than that of P"", ""espectively, and the UL94 results of both polymers are V-2. It is clear that the LOI of PA56 was much higher than that of PA66. Lyu reported that the LOI was increased to about 28% with the addition of 5 wt.% N-benzoic acid (ethyl-N-benzoic acid formamide) phosphamide (NENP) prepolymer into PA66 [ 34 ]. Li mixed about 40% w / w"", ""amide (NENP) prepolymer into PA66 [ 34 ]. Li mixed about 40% w / w flame retardant composed of melamine and pentaerythritol with PA66 to increase the LOI from 22% to 27.9% [ 35 ]. In summary, the flame retardancy of PA56 was better than PA66, and PA56 can more easily undergo modifications to reach application s"", ""hat it is more easily processible, which will save costs and energy. PA56 might have a bright future in terms of flame retardancy because of its high LOI value (~28%). Compared to PA66, PA56 had superior biodegradability, benefiting from a shorter biodegradation cycle (8 weeks). Our systematic and comprehensive in""]",[],[],"Bio-based polymers can reduce dependence on nonrenewable petrochemical resources and will be beneficial for future sustainable developments due to their low carbon footprint. In this work, the feasibility of bio-based polyamide 56 (PA56) substituting petroleum-based PA66 is systematically investigated. The crystallization, melting, and decomposition temperature of PA56 were all lower than that of PA66. PA56 formed a γ crystal type with larger grain size and took a longer amount of time to complete the crystallization process since its crystallization rate was lower than that of PA66. Compared with PA66, PA56 exhibited a higher tensile strength of 71.3 ± 1.9 MPa and specific strength of 64.8 ± 2.0 MPa but lower notched impact strength. More importantly, the limited oxygen index and vertical",[],False,1,4
10.1016/j.heliyon.2024.e32939,Study on combustion characteristics of glass fiber/phenolic resin composites,2024,Heliyon,https://openalex.org/W4399849829,https://doi.org/10.1016/j.heliyon.2024.e32939,https://doi.org/10.1016/j.heliyon.2024.e32939,gold,https://europepmc.org/articles/PMC467059,True,14,fulltext_found_partial,"[""red by combining the high temperature oxygen index meter. The test results show that when the ambient temperature increases from 20 °C to 220 °C, the limiting oxygen index first increases from 86.6 % to 93.7 %, and then decreases to 84.4 %. The oxygen consumption and CO 2 release increase with the increase of thermal radiation intensity during com"", ""with temperature increase to 100 °C, and after exceeding 100 °C, due to the reduction of heat required to maintain decomposition and combustion, the limiting oxygen index begins to decrease to 84.4 % of 220 °C, which is 90 % of the room temperature limiting oxygen index value. This is due to the fact that the oxygen index of resin matrix composite"", ""conical calorimetry at preset heat fluxes of 50 kW/m 2 , 60 kW/m 2 , and 70 kW/m 2 is presented, from which the following conclusions can be drawn: ● LOI reaches a maximum of 93.7 % with temperature until it reaches 100 °C, and after 100 °C, LOI begins to decrease to 84.4 % of 220 °C, which is 90 % of the room temperature limitin"", ""ted, from which the following conclusions can be drawn: ● LOI reaches a maximum of 93.7 % with temperature until it reaches 100 °C, and after 100 °C, LOI begins to decrease to 84.4 % of 220 °C, which is 90 % of the room temperature limiting oxygen index value. ● As the intensity of thermal radiation increases, oxygen consumption b""]",[],[],"In order to study the combustion characteristics of glass fiber/phenolic resin composites, a conical calorimeter was used to explore the combustion characteristics of glass fiber/phenolic resin composites in an aircraft frame under different thermal radiation intensities, and the fire hazard of the materials was evaluated by evaluation index, and the limiting oxygen index at different temperatures was explored by combining the high temperature oxygen index meter. The test results show that when the ambient temperature increases from 20 °C to 220 °C, the limiting oxygen index first increases from 86.6 % to 93.7 %, and then decreases to 84.4 %. The oxygen consumption and CO 2 release increase with the increase of thermal radiation intensity during combustion, and the release of CO decreases ",[],False,1,6
